epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
163,11875.6,0.43747,0.32807,0.82899,0.95907,0.95777,0.98886,0.91744,0.37664,0.2596,0.81524,0.004654,0.004654,0.004654
164,11944.8,0.43675,0.32818,0.83047,0.95834,0.95406,0.98872,0.91883,0.37683,0.25892,0.81523,0.004621,0.004621,0.004621
165,12020.5,0.43576,0.32487,0.8296,0.95209,0.95738,0.98972,0.92107,0.3752,0.25903,0.81439,0.004588,0.004588,0.004588
166,12084.3,0.43533,0.3268,0.82939,0.95627,0.95282,0.98951,0.92508,0.37538,0.25776,0.81436,0.004555,0.004555,0.004555
167,12148,0.43337,0.32273,0.82968,0.95398,0.95515,0.98935,0.92532,0.37383,0.25715,0.81468,0.004522,0.004522,0.004522
168,12217.9,0.43228,0.32352,0.82848,0.95455,0.9663,0.99009,0.92559,0.37402,0.25859,0.81472,0.004489,0.004489,0.004489
169,12288.2,0.43414,0.32189,0.82949,0.95904,0.95839,0.98926,0.92678,0.37214,0.25814,0.81397,0.004456,0.004456,0.004456
170,12350.9,0.43437,0.32094,0.8279,0.95314,0.95922,0.98888,0.9221,0.3713,0.25799,0.81375,0.004423,0.004423,0.004423
171,12413.8,0.42986,0.32051,0.82859,0.94962,0.95596,0.98904,0.92073,0.37116,0.25705,0.81391,0.00439,0.00439,0.00439
172,12477.4,0.42942,0.32003,0.82909,0.95305,0.94832,0.98837,0.91988,0.37106,0.25747,0.81401,0.004357,0.004357,0.004357
173,12544.7,0.42971,0.32027,0.8283,0.95577,0.94545,0.98778,0.92222,0.3702,0.25737,0.81365,0.004324,0.004324,0.004324
174,12620.3,0.42454,0.31962,0.82711,0.95597,0.94468,0.98874,0.91911,0.37086,0.25692,0.81376,0.004291,0.004291,0.004291
175,12685.1,0.42667,0.3174,0.82868,0.9573,0.94765,0.98867,0.92201,0.37099,0.25571,0.81405,0.004258,0.004258,0.004258
176,12745.9,0.42287,0.31614,0.82627,0.95992,0.95351,0.98858,0.9234,0.3713,0.25561,0.81418,0.004225,0.004225,0.004225
177,12808.4,0.42553,0.31722,0.82903,0.95971,0.95179,0.98837,0.92542,0.37101,0.25543,0.81423,0.004192,0.004192,0.004192
178,12875.7,0.42731,0.31792,0.828,0.96107,0.95316,0.98807,0.92682,0.37003,0.25558,0.81383,0.004159,0.004159,0.004159
179,12945.5,0.42299,0.31216,0.82674,0.96072,0.95269,0.98816,0.92778,0.36992,0.25538,0.81382,0.004126,0.004126,0.004126
180,13009.5,0.42054,0.31277,0.82628,0.96002,0.9531,0.98824,0.92677,0.36839,0.25463,0.81343,0.004093,0.004093,0.004093
181,13071.7,0.42092,0.31224,0.82527,0.96178,0.95284,0.98798,0.92816,0.36722,0.25482,0.81307,0.00406,0.00406,0.00406
182,13134.5,0.42182,0.31281,0.82733,0.95282,0.95428,0.98764,0.92882,0.36743,0.25427,0.81316,0.004027,0.004027,0.004027
183,13204.3,0.42095,0.31245,0.82548,0.95364,0.95638,0.98851,0.92977,0.36776,0.2546,0.81331,0.003994,0.003994,0.003994
184,13274.3,0.41975,0.31322,0.82485,0.95898,0.95237,0.98878,0.92785,0.36795,0.25496,0.81342,0.003961,0.003961,0.003961
185,13335.5,0.41522,0.3092,0.82552,0.9587,0.95008,0.98772,0.92307,0.36847,0.25477,0.81364,0.003928,0.003928,0.003928
186,13396,0.41999,0.31151,0.82597,0.95337,0.95015,0.98762,0.92975,0.36846,0.25407,0.81365,0.003895,0.003895,0.003895
